index,text,type
3376,"The very best of Italy. More than 5,000 among firefighters, law enforcement and voluntary rescuers. 

#earthquake  https://t.co/heg0xFtEH6",1
3377,"Entire town wiped out, many dead after earthquake hits Italian city  - https://t.co/ajgn7ELvDf
#ItalyEarthquake https://t.co/DAQZ4sIktg",2
3378,RT @PolishEmbassyUS: #Polish firefighters &amp; medics are to fly to #Nepal as part of an int'l aid effort following a devastating earthquake- …,2
3379,@PMOIndia  Can we please ask blood banks across India to pitch in with the Blood Bottles for Nepal? #NepalEarthquake #NepalQuakeRelief,0
3380,"RT @GodslayerRon: Donate money to help survivors of Nepal get food, water and shelter, NOT churches.",0
3381,"RT @newslaundry: #Clothesline 60: Aaj Tak going places, coverage of the Nepal earthquake, debates on #NetNeutrality &amp; more: http://t.co/o31…",2
3382,Dozens of power producers affected by the earthquake. Sign of more power cut off. Problems to be addressed as... http://t.co/kLRLzEsfq2,0
3383,"RT @InsanSatveer: #MSGHelpEarthquakeVictims 3000 people died in nepal  earthquake .sooo sad news ..god help them, http://t.co/mkHoLjtfNC",2
3384,THT - Hospitals may face shortage of oxygen‚ medicine http://t.co/KUm8Wwp83N,0
3385,Pope Dispatches Vatican Firefighters To Help In Italy Earthquake Rescue: Pope Francis on Wednesday dispatched... https://t.co/UjWKwyB4CS,1
3386,"#BREAKING: Magnitude 6.1 earthquake shakes Rome and central Italy, damaging buildings https://t.co/c32cnZSdKn https://t.co/fuKEQIEwkX",2
3387,"RT @premx555: #Earthquake in #Nepal.
#Golden Temple to send 1 Lakh and #Delhi Gurudwaras to send
25 K meals daily.

""Hats off... http://t.c…",1
3388,"RT @NewIndianXpress: Nepal PM Koirala Requests Citizens to Donate Blood 
Read: http://t.co/9TngJxuwCL",0
3389,3Novices:Nepal Earthquake: India to Ply Buses to Evacuate its Nationals http://t.co/BnAWPEVB0t India will start bus services from Kathman…,1
3390,"#ArvindVsMedia rape , scams , murders , scandals , nudity , riots , earthquake tell me one positive thing media focuses",2
3391,"#TMobile makes calls, texts from U.S. to Italy free in aftermath of deadly earthquake. Read more: https://t.co/1MtSVthSDc $TMUS",1
3392,"RT @IndiaInNumbers: Join us in providing safe, nutritious and tasty meals to those affected by the Nepal earthquake @milaapdotorg https://t…",2
3393,http://t.co/gxJfznBrzE News : Nepal Earthquake: Govt’s social media response to rumour-mongering on Facebook,2
3394,"RT @eOrganiser: Don't miss the current issue of Organiser focusing on Nepal earthquake, relief and rehabilitation work by RSS and... http:/…",2
3395,"Casualty/Injury figures in Nepal Earthquake would have been 10 times more had Dr.MMS been Indian prime minister,instead of Modi #Nepal",2
3396,"The officials are groping in the dark as to what should be the path towards the revival of tourism post #Covid19 and no effort has been made to include the participation of stakeholders from the private sector, despite my efforts in this regard.",2
3397,"Amatrice, home town of Amatriciana sauce, has been destroyed by an earthquake: help the locals. via /r/food #food … https://t.co/iVzt9u4YN3",0
3398,RT @rohitkhilnani: BBC News - #Nepal #Earthquake: Victims treated on hospital floor by @yogital http://t.co/2Z9uPifaZd,0
3399,Anche in #Myanmar #earthquake 6.8 @GeoSpeleo https://t.co/osJyZfaK5V,2
3400,Upset about the #Earthquake in #Nepal? Just click on this hashtag! &gt;&gt; #Gadhimai.,2
3401,"While people are busy sending Sardar jokes, golden temple is sending 1lakh food packets to earthquake victims in Nepal. #EarthquakeInNepal ✌",1
3402,"Positive - negative and now positive again, mystery surrounding Muhammad Hafeez's #COVID19 test results continues to grow\n\nhttps://t.co/gDo0O10ytG",2
3403,"RT @dlnepalnews: Rescuers struggle to reach victims of Nepal earthquake as death toll tops 3,700: Rescue workers raced to reach... http://t…",2
3404,"RT @subodhverma539: @derasachasauda org.sent d food packets and other relief material to d earthquake victims 
#MSGHelpEarthquakeVictims",1
3405,"#Rajasthan #COVID19 #CovidUpdates #Jaipur \nToday, total 364 cases have been reported till 8.30 pm, out of which 13 are from #Bikaner\nToday's total death- 1\n\nCumulative positive- 16660\nActive cases in state- 3218\nTotal death in state- 380 https://t.co/FVmiVTDJb5",2
3406,Could you #EARN at home go to https://t.co/zFxjfDcB6s #earthquake #lufc #Birmingham #jobs #MUFC #LFC #Match Day https://t.co/Uh55Nzf7zb,2
3407,"RT @DrShaanemeet: #MSGHelpEarthquakeVictims 
As per the requirements raised by government, 16000 packed food has already been dispatched to…",1
3408,RT @Fulbari_Edu: Donate to help the earthquake victims of Nepal and make a difference. http://t.co/ywlYOe2HgH  #NepalEarthquake,2
3409,"#COVID\u30fc19 \u0915\u094b \u0926\u0943\u0937\u094d\u091f\u093f\u0917\u0924 \u0930\u0916\u0924\u0947 \u0939\u0941\u090f #SSP_AGRA @IpsBablooKumar \u0926\u094d\u0935\u093e\u0930\u093e \u091a\u094c\u0915\u0940 \u092c\u0932\u0915\u0947\u0936\u094d\u0935\u0930 #\u0925\u093e\u0928\u093e_\u0928\u094d\u092f\u0942_\u0906\u0917\u0930\u093e \u0915\u093e \u0928\u093f\u0930\u0940\u0915\u094d\u0937\u0923 \u0935 \u0925\u093e\u0928\u093e \u0915\u094d\u0937\u0947\u0924\u094d\u0930 \u0915\u093e \u092d\u094d\u0930\u092e\u0923 \u0915\u0930\u0924\u0947 \u0939\u0941\u090f, #COVID19 \u0938\u0947 \u092c\u091a\u093e\u0935 \u0939\u0947\u0924\u0941 \u0928\u093f\u092f\u092e \u090f\u0935\u0902 #\u0938\u094b\u0936\u0932_\u0921\u093f\u0938\u094d\u091f\u0947\u0902\u0938\u093f\u0902\u0917 \u0915\u093e \u092a\u0942\u0930\u094d\u0923\u0924: \u092a\u093e\u0932\u0928 \u0915\u0930\u093e\u0928\u0947 \u0939\u0947\u0924\u0941 \u0921\u094d\u092f\u0942\u091f\u0940 \u092e\u0947\u0902 \u0932\u0917\u0947 \u092a\u0941\u0932\u093f\u0938 \u092c\u0932 \u0915\u094b \u0906\u0935\u0936\u094d\u092f\u0915 \u0926\u093f\u0936\u093e-\u0928\u093f\u0930\u094d\u0926\u0947\u0936 \u0926\u093f\u090f\u0964 https://t.co/y1W7ml2NbL",2
3410,"Distributing relief materials to Earthquake victims of Sanga Chwok Vdc - 6 Ranathok, Sindupalchok collaborations... http://t.co/nKdOEuYmXR",1
3411,"@ndtv @OnReality_Check BJP govt. has given 500 rupees to survive for one month in Jandhan account &amp; PM health insurance is covering illness expense. why hospitals are charging higher additional cost? Since there is no medicine for covid19, pataint only need food &amp; rest to recover automatically.",2
3412,"RT @Nepal_Watch: Rescue team needed in Gorkha, Gandaki, Western Region, Nepal http://t.co/DFSrJR64bj #NepalWatch",0
3413,RT @washingtonpost: How to help the victims of Nepal’s devastating earthquake http://t.co/My5l8WzCOG,2
3414,Earthquake victims at @dhulikhel hospital please help with foods cloths shelther food bed blankets etc... http://t.co/aS78FaGLsj,1
3415,Want to help people caught in Italy's #earthquake? Consider donating to @ShelterBox &amp; @mapaction Both v practical https://t.co/MxvIXnFxEq,0
3416,THT - Just food and water insufficient to address needs of earthquake-hit Nepalis http://t.co/fcbRiZ1A5O,0
3417,"Delhi Government to Send Food Packets, Drinking Water to Nepal: Delhi Government has… http://t.co/v8Vy9bH7uc SPS®",1
3418,"RT @madaan10: #MSGHelpEarthquakeVictims 
Saint @Gurmeetramrahim is doing help of people affected by earthquake In Nepal.",2
3419,Can anyone say where is the PVC pan available to construct temporary toilets for the earthquake victims? Searched upto Muzaffarpur not foun…,0
3420,Nepal Earthquake captured live in video by a tourist ! http://t.co/UH1FTvckcP,2
3421,All regular #trains service in #India cancelled till August 12 for the spike in #COVID19 cases!!\n\n#IndianRailways #India\n#IndiaFightsCOVID19,2
3422,Haryana government will send food package and blankets in nepal 12301485 http://t.co/hAiN2bMSQ3,1
3423,"@rothinchess Nepal EarthQuake m-7.9 strong in people dead 4,000 and India dead people 80 #IndiaWithNepal #AssamQuake ""God"" ;-(",2
3424,RT @NASA_EO: Widespread Power Outages After Nepal's Devastating Earthquake http://t.co/ZFDXrSSdJa http://t.co/xkzsnlIdip,0
3425,"RT @TurkishPolitics: The Turkish Red Crescent initially sent 1,000 blankets and hundreds of food packages to the earthquake region.",1
3426,All the @crocerossa emergency centers are mobilized at national level. Local volunteers are supporting affected people #earthquake,1
3427,"#Delhi
Need #Blood Type :  A-positive
At : Max Saket
Blood Component : Need Plasma A+ve/A-ve/AB+ve/AB-ve from #COVID19 recovered patient.
Number of Units : 2
Primary Number : 9810644162
Secondary Number : 9810644162
Via: @itriptibabbar
#BloodMatters
Powered by Twitter https://t.co/ql4LkhEdTu",0
3428,I am browsing [Watch: Aerial view of devastation in Nepal's earthquake epicentre]. Have a look at it! http://t.co/r6YBHlsQ57,2
3429,"super interesting, small but huge #commisaid element in disaster response: turn off your wifi password https://t.co/3OLgbucPk8",0
3430,"RT @MikaSingh: Earthquake in Nepal.
Golden Temple to send 1 lac and Delhi Gurdwaras to send 25 k meals daily. I'm proud to be Sikh.",1
3431,"Over 3,200 killed in Nepal earthquake, reports news agency AFP, citing a disaster management official (Sent via NDTV app)",2
3432,"RT @Ekendra: Dear rescue team, we have run out of supplies including water, food &amp; tents at this location 27°39′26″N  85°18′36″E #earthquak…",0
3433,Live: Strong earthquake strikes central Italy: Our live blog is tracking reactions as a major earthquake hit ... https://t.co/2OttiJgsv0,2
3434,#Nepal plunges in despair. Kathmandu a classic case of urban disaster. Temporary shelter is a big need.,0
3435,Jaypee group distribute aid in Nepal earthquake,1
3436,"New post: ""People urged to remove password from WiFi to help Italian earthquake relief"" https://t.co/QOMGJWB9Oj",0
3437,LATEST NEWS HERE : https://t.co/qCFNixGBvO\n\nIMMIGRATION EXPERTS\n\ud83d\udcf1 8448-450100\n\u260e\ufe0f 0120-6618011\n\ud83d\udce7 info@immigrationxperts.com\n\ud83c\udf10 https://t.co/CZZTZAYuuK\n\n#ImmigrationExperts #VisaExperts #Bestimmigrationconsultants #AustralianPR #Covid19 https://t.co/x4RELFm5me,2
3438,"RT @NisheshAcharya: Deupur Gairibisauna of Kavre- no houses left, no food and livestock trapped under debris. plz go for help is anyone is …",0
3439,"A big thank for supporting #earthquake victims. Millions of #children and victims are in need of urgent shelter,foods http://t.co/2dBEcXySWN",0
3440,"This is a thread related to COVID 19 resources. Please add. 

The first one I came across is a patient-donor (plasma) database. 
https://t.co/Uy8YEzBQm3

#Covid19 #Coronavirus #coronaupdates #pandemic",1
3441,"#COVID19 #Delhi : 3460 new cases and 63 deaths reported today.\n\nTotal number of cases: 77,240\nTotal deaths: 2492\nTests done today: 21,144",2
3442,RT @redcrosscanada: Red Cross responders trained in first aid + search and rescue are providing assistance in #Nepal. How you can help: htt…,1
3443,"RT @DK_Diksha: After the earthquake, water supply was cut off because waterworks were damaged and power plants were shut down. #MSGHelpEart…",2
3444,"RT @DheerajGbc: Shiromani Gurudwara Prabandhak Commitie will send 25000 food packets from today to #Nepal
#IndiaWithNepal http://t.co/sLdiz…",1
3445,"@wheeliesmom Do you understand that there's a water crisis in Nepal because of the earthquake? Nepal needs aid, don't care where from",0
3446,"Rahul Kanwal openly praises RSS efforts in Nepal earthquake
but cant report in MSM coz it is""against their... http://t.co/2gpXJ3Y4gO",2
3447,What you can do to help animals affected by #Nepal #earthquake:  https://t.co/HmZ9Zi2Kzw,2
3448,"RT @rajnivscidjokez: 9 Quotes By Indian Soldiers That Will Expand Your Chest By 10 Inches &lt;3 

Earthquake - Call The Indian Army... http://…",2
3449,Let's help #Nepal to #Build2015 again...!! You can donate money to me.. And i will buy my house which will be #earthquake  free!!,2
3450,"The #COVID19 scare globally is reducing, and the dumb ass face masks are FINALLY coming off. YES!\n\nhttps://t.co/EpfLX0ymtE\n\n#rahulmookerjee #0excusesfitness #motivational #inspirational",2
3451,"RT @WHO: WHO handed over 4 emergency health kits of meds &amp; med supplies,USD 175k to the Min of Health #Nepal #NepalEarthquake https://t.co/…",1
3452,"RT @DK_Diksha: After the earthquake, water supply was cut off because waterworks were damaged and power plants were shut down. #MSGHelpEart…",0
3453,VIDEO : इटली में भूकंप से मची तबाही ! https://t.co/ig4ru8BTAa,2
3454,Do you live in an earthquake prone zone? Check this out!  https://t.co/S8cwEp7Sv3,2
3455,Do\u2019s:\n\nTest more &amp; more \n\nTrace &amp; isolate\n\nMask &amp; safe distance\n\nRamp up bed capacity\n\nPublic awareness &amp; involvement \n\nMere #lockdown will not help\n\n#COVID19 https://t.co/WhOgMFiMA4,2
3456,Diabetes Drug #Metformin May Lower Risk Of #COVID19 Death In  Women With #Diabetes.\n\nhttps://t.co/piaWpNNXa5\nhttps://t.co/tp1O1ka3kV,2
3457,"Following earthquake, @comcast offers customers free calls and texts to Italy.https://t.co/qolcOBbcLi",1
3458,"Positive - negative and now positive again, mystery surrounding Muhammad Hafeez's #COVID19 test results continues to grow\n\nhttps://t.co/gDo0O10ytG",2
3459,World wide leadership is useless if leadership are serious they were stop this epidemic there were doing there dirty politics in this time. Stupid people voting them destroying  future generations. They dont deserive legendary seat.\n#2020Election\n#COVID19,2
3460,"Sikh Organization To Send
 1,00000 Food Packets to 
Earthquake hit-Nepal 
 http://t.co/jC6ShI6FLn",1
3461,RT @ArtOfLivingNow: Today our volunteers distributed food to more than 1500 earthquake affected people at #ArtofLiving center at Raxaul #Ne…,1
3462,Vatican firefighters to help Italy quake: Pope Francis has dispatched one-sixth of the… https://t.co/KKodqOzPzA,1
3463,RT @HellAlsa: volunteering at Trauma Center... #earthquake http://t.co/R0sdJHOlQq,2
3464,https://t.co/moWrLyTNVV EARTHQUAKE CENTRAL ITALY 6.1 10 KM DEEP,2
3465,"Govt news conference: 10-ton blankets, 50-ton water, 22-ton food material has been sent to #nepal. #NepalEarthquake",1
3466,RT @supersurrep: @RegaJha you should use your platform to raise awareness regarding nepal earthquake relief efforts..instead of posting stu…,2
3467,Israeli Defese Force 'Medical clowns' sent to help Nepal earthquake victims: The medically trained clowns have... http://t.co/XneZkfzCXG,1
3468,"Despite the risks faced from the aftershocks of the earthquake in #Italy, our team is on the ground distributing aid https://t.co/NRQj42QSil",1
3469,#GoHomeIndianMedia we want fighters to fight with earthquake not one who gives wrong information about real fighters,2
3470,Due to covid19 pandemic we have to suffer a lot finincial crisis and at this stage also private school are demanding for school fees and annual fees\nKindly help me to overcome this problem.\nWe also tried to seek help from CMOHR. but no response was there.\n#parentsMinisterMeet,0
3471,"Emergency contact information distributed by the Italian Red Cross #Terremoto (@crocerossa ) #Amatrice 
#Earthquake https://t.co/o1l15vnjsZ",1
3472,"PDC Earthquake - 5.0 - 25km E of Khudi, Nepal: EARTHQUAKE (ADVISORY) http://t.co/7aVtpKkl1k",2
3473,"24 \u0918\u0902\u091f\u094b\u0902 \u092e\u0947\u0902 \u092e\u0941\u0902\u092c\u0908 \u092e\u0947\u0902 #\u0915\u094b\u0930\u094b\u0928\u093e \u0915\u0947 \u0915\u0941\u0932 1297 \u0928\u090f \u0915\u0947\u0938 \u0906\u090f \u0914\u0930 73 \u092e\u094c\u0924 \u0939\u0941\u0908\n\n\u092e\u0941\u0902\u092c\u0908 \u092e\u0947\u0902 \u0915\u0941\u0932 #Corona \u092e\u0930\u0940\u091c\u093c\u094b\u0902 \u0915\u0940 \u0928\u0938\u0916\u094d\u092f 72,175 \u0939\u0941\u0908\n\n\u092e\u0941\u0902\u092c\u0908 \u092e\u0947\u0902 #COVID19 \u0938\u0947 4179 \u092e\u094c\u0924 \u0939\u0941\u0908 @bstvlive #Coronavirus",2
3474,RT @hypebot: Apple Responds To Nepal Earthquake With iTunes Fundraising Campaign  http://t.co/n0Vqizij02,2
3475,Italy toll rises to 247 as anguish mounts over quake past: Today News for… https://t.co/Uxl0lZGyJO #Port_Charlotte CharlotteCountyCares,2
